id,active,status,summary,title,theme,themename,ContactCountry,funding,goal,donations,reports,remaining
12901,false,funded,"Childhope translates into actions, the philosophy and of an integrated, wholistic approach to human development as reflected in the UN Convention on the Rights of the Child in implementing and facilitating programs and services to address the need of the street children. The Street Educators/Social Workers establish and sustain relationships with street kids in their own environment. They then facilitate different Alternative Education sessions that will help them to reflect about life.","Donate a ""FUTURE"" to 300 street children",Education,Child Protection;Disaster Response;Education;Gender Equality;Physical Health;Food Security;COVID-19;Ending Abuse;Mental Health;Education;Child Protection,Philippines,40394.94,38900.00,359,16,0.00
13034,false,funded,"In the community of Banaba, hundreds of residents live in shacks by the riverbank. Every year, when the floods come, those residents are forced to evacuate and their homes are damaged or destroyed. They'd
like to live somewhere safer, but they can't afford to move. They need both a well-equipped evacuation centre to stay safe during floods and poverty reduction programmes year-round so that they can become more resilient. This project will meet both of those needs!",Help 600 People Escape Floods & Poverty,Disaster Response,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Disaster Response;Climate Action;Economic Growth,United Kingdom,412.66,5000.00,15,12,4587.34
13521,false,retired,"HOST-NGO is striving to protect an average of 500 street children every year in the Philippines by providing them with access to basic needs (food, education, hygiene and healthcare) and offering them the chance for better future opportunities.",Remove 500 Filipino children from the streets,Child Protection,Child Protection;Safe Housing,Philippines,31956.99,38000.00,404,11,6043.01
13703,false,retired,"The Initao Bayani Challenge is an initiative that aims to build 100 ecosan toilets, 50 biosand filters and plant 15,000 fruit and timber trees in the mountains of Tagpaco (Initao Municipality), Sungay (Alubijid Municipality) and Tagbalogo (Naawan Municipality).  The mountain ranges in west of Misamis Oriental comprising the Caballero Mountain Range and the Mandangolan Mountain Range are catchment areas which drain water through rivers, streams and numerous creeks.",Mindanao Bayani Challenge,Climate Action,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;Climate Action,Philippines,45.00,5000.00,1,1,4955.00
13721,false,retired,"This project will support operation costs of running after school youth surf programs in the Philippines. Funds would help pay for instructor stipends, equipment up-keep and activities around surfing and school attendance. Cynthia, our Surf Program Coordinator in the Philippines and long time local Filipina surfer, says she teaches surfing to youth because ""it promotes good health, staying away from drugs and growing closer to nature.""","Fund After School Youth Surf Programs, Philippines",Education,Education;Gender Equality;Sport;Gender Equality;Sport,United States,75.00,20000.00,4,0,19925.00
13800,false,retired,"This project will provide the funding for a Filipino youth group called ""Buklod Ng Kabataan"" to run a week of fun workshops aiming to involve more youths in environmental activism in Manila. Buklod Ng Kabataan, means ""Youth Bonding Together"" in Filipino, and that's exactly what they've done since 2007. Their goal is simple - to involve young people in environmental activism and encourage them to take responsibility for their environment!",Empower 50 Youths to Protect their Environment,Climate Action,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Climate Action;Arts and Culture,Haiti,0.00,1461.00,0,1,1461.00
13881,false,retired,"Sherwin is 8. He lives with his four sisters and his parents in a house made from a few sheets of tin and plywood on a riverbank. Every year there are floods, and Sherwin's house has already been totally destroyed twice. Sherwin's parents would love to live somewhere safer, but they can't afford to move. You can help Sherwin and his family by helping complete an evacuation centre for them. The centre has been 3/4 funded by another NGO, but we need to close the remaining gap to keep Sherwin safe!",Keep Sherwin and his family safe during floods!,Disaster Response,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Disaster Response;Climate Action,United Kingdom,397.00,786.00,6,1,389.00
13882,false,retired,"Mae is 2. She lives with her two brothers, two uncles, and her parents in a house made from a few sheets of tin and plywood perched on a riverbank. Every year there are floods, and Mae's house has already been totally destroyed and rebuilt multiple times. Mae and her family need a safe place to shelter during floods. Another NGO has already provided a large part of the funding to build them an evacuation centre, but there's a funding gap. We need you to complete the centre!",Keep Mae and her family safe during floods,Climate Action,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Climate Action;Disaster Response;Economic Growth,United Kingdom,100.00,689.00,1,1,589.00
13901,false,retired,"Women in Banaba face a lot of challenges. Many are forced to live on riverbanks in informal settlements. Banaba is in a flood plane, and the yearly floods regularly wash their houses away. But despite the challenges they face, Banaba's women are working together for a better future. At the heart of a local people's organisation Buklod Tao there is a group of women - the mothers of Buklod Tao. They do all they can to look after their community by running urban gardening, livelihoods, and more.",Help Filipino Mothers Build a Bright future,Gender Equality,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Gender Equality;Disaster Response;Economic Growth;Safe Housing,United Arab Emirates,160.00,500.00,2,1,340.00
13969,false,funded,"Donations to this project will support our emergency response and ongoing recovery in the Philippines for Typhoon Haiyan (Yolanda). We will be supporting immediate relief needs as well as longer-term recovery, including shelter and livelihoods. Together with our trusted local partner, Citizens' Disaster Relief Center (CDRC), your contribution will enable us to help more people quickly, and prepare them to be ready for the next time disaster strikes.",Philippines Disaster Response Fund - Haiyan,Disaster Response,Disaster Response;Gender Equality;Ending Human Trafficking;Disaster Response;Physical Health,United States,45345.18,55000.00,444,12,9654.82
14060,false,retired,"Servano is 12. He lives with his disabled sister and his grandmother in a one room house made of tin and plywood and perched on a riverbank. Every year there are floods, and Servano's house has already been totally destroyed twice. You can help Servano and his family find safety during floods by funding the construction of an evacuation centre. The centre has already been largely funded by another NGO, but we need at least another $25,000 to fill the funding gap which remains.",Keep Servano and his family safe during floods,Disaster Response,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Disaster Response;Climate Action,United Kingdom,100.00,689.00,3,1,589.00
